DOMAIN,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
2,308,7,7,0,0,0,0,0,0,2,3,0,-54.656,18,0,38.85,38.85,LEGIT
2,601,1,1,1,0,1,0,0,0,1,2,0,40.872,9,9,12.95,12.95,LEGIT
2,601,21,21,0,0,0,0,0,0,1,0,0,-3.816,20,0,38.85,38.85,LEGIT
2,362,9,9,0,0,0,1,1,0,1,0,1,-49.864,7,3,25.9,25.9,LEGIT
2,398,12,13,0,0,0,1,1,0,1,2,0,-9.592,8,1,38.85,38.85,LEGIT
2,649,8,8,0,0,1,0,0,0,1,3,0,-18.888,7,0,12.95,12.95,FRAUD
2,600,23,23,0,0,1,1,1,0,1,3,1,8.832,9,0,38.85,38.85,LEGIT
2,398,11,11,1,0,1,1,1,0,3,2,0,26.776,8,2,12.95,12.95,LEGIT
2,308,14,14,0,0,1,0,0,0,1,3,1,-23.744,6,0,12.95,12.95,LEGIT
2,600,15,15,0,0,0,0,0,0,1,1,1,26.344,18,0,38.85,38.85,LEGIT
2,614,12,12,0,0,1,0,0,0,1,3,0,20.064,13,2,38.85,38.85,LEGIT
2,385,0,0,0,0,0,0,1,0,1,3,0,30.608,6,0,38.85,38.85,LEGIT
2,649,20,20,0,0,0,1,0,0,1,0,1,-94.616,19,3,38.85,38.85,LEGIT
2,356,22,22,1,0,0,1,1,0,1,3,0,-19.328,20,0,49.95,49.95,LEGIT
2,114,9,9,0,0,1,1,0,0,2,3,0,-10.864,8,0,38.85,38.85,LEGIT
2,680,14,14,0,0,1,0,0,0,2,1,0,22.768,9,9,25.9,25.9,LEGIT
2,102,8,8,1,0,1,1,1,0,1,2,0,24.568,24,0,12.95,12.95,LEGIT
2,685,0,0,1,0,1,0,0,0,1,2,1,33.984,6,0,12.95,12.95,LEGIT
2,166,12,12,0,0,1,1,0,0,2,0,1,21.184,7,0,12.95,12.95,LEGIT
2,101,11,11,0,1,1,0,0,0,1,3,0,-3.168,6,1,10.36,10.36,LEGIT
2,308,21,22,0,0,0,0,0,0,1,3,1,34.568,23,3,35.88,35.88,LEGIT
2,614,17,17,0,0,0,0,0,0,1,4,1,16.656,20,1,0,0,LEGIT
2,398,14,14,1,0,0,1,1,0,1,3,0,-11.008,17,0,38.85,38.85,LEGIT
2,369,9,9,0,0,1,0,0,0,2,3,1,-25.656,8,1,12.95,12.95,LEGIT
2,127,17,17,0,0,0,0,0,0,1,0,1,49.32,21,1,38.85,38.85,LEGIT
2,127,9,9,0,0,0,1,0,0,1,3,0,28.456,22,3,38.85,38.85,LEGIT
2,428,13,13,0,0,0,0,0,0,1,3,1,25.928,6,0,12.95,12.95,LEGIT
2,166,14,14,0,0,0,1,1,0,1,3,1,-11.56,19,0,49.95,49.95,LEGIT
2,362,21,21,0,0,1,1,0,0,1,3,1,-3.752,10,4,10.36,10.36,LEGIT
2,685,7,7,0,0,0,1,1,0,1,3,0,43.576,10,0,12.95,12.95,LEGIT
2,672,11,11,0,0,0,1,1,0,1,3,1,13.408,25,2,38.85,38.85,LEGIT
2,670,17,17,1,0,1,0,0,0,1,3,0,-16.544,7,0,38.85,38.85,FRAUD
2,102,15,15,0,0,1,0,0,0,4,2,1,-63.048,7,0,38.85,38.85,LEGIT
2,398,12,12,0,0,0,1,1,0,1,3,0,41.544,21,0,12.95,12.95,LEGIT
2,688,16,15,0,0,1,1,0,0,1,3,0,16.624,11,4,10.36,10.36,LEGIT
2,630,20,20,0,0,1,0,0,0,2,3,1,-12.624,8,1,11.01,11.01,LEGIT
2,123,14,14,0,0,1,1,0,0,1,3,1,8.488,12,0,12.95,12.95,LEGIT
2,428,13,13,0,0,1,1,1,0,1,2,1,38.352,10,0,25.9,25.9,LEGIT
2,685,10,10,0,0,1,1,0,0,1,3,0,-18.12,6,1,38.85,38.85,LEGIT
2,450,21,21,0,0,0,0,1,0,1,3,1,26.584,21,0,12.95,12.95,LEGIT
2,601,11,11,1,0,0,0,0,0,2,3,1,41.736,8,0,12.95,12.95,LEGIT
2,614,9,9,0,0,1,0,0,0,2,3,0,-5.872,6,0,38.85,38.85,LEGIT
2,166,12,12,0,0,1,1,1,0,2,0,1,30.392,8,2,38.85,38.85,LEGIT
2,108,17,17,0,0,0,1,0,0,1,1,1,-60.208,20,3,12.95,12.95,LEGIT
2,107,10,10,0,0,1,1,1,0,1,3,1,-33.688,19,0,38.85,38.85,LEGIT
2,355,11,11,0,0,0,0,0,0,2,2,1,-41.344,10,0,12.95,12.95,LEGIT
2,630,7,7,0,0,0,0,0,0,1,0,1,14.32,9,0,38.85,38.85,LEGIT
2,432,15,15,0,0,1,1,1,0,1,3,0,16.256,9,0,11.01,11.01,LEGIT
2,110,11,11,0,1,1,0,0,0,1,0,0,-3.168,6,1,10.36,10.36,LEGIT
2,649,1,1,0,0,1,1,1,0,1,0,0,29.416,8,0,38.85,38.85,LEGIT
2,649,9,9,0,0,1,1,0,0,1,2,0,18.408,9,4,10.36,10.36,FRAUD
2,398,8,8,0,0,0,1,1,0,1,3,0,5.944,23,0,38.85,38.85,LEGIT
2,108,11,11,0,0,1,0,0,0,1,3,0,-45.632,13,2,12.95,12.95,LEGIT
2,362,18,18,0,0,0,1,0,0,2,3,1,42.816,20,0,49.95,49.95,LEGIT
2,102,19,19,0,0,0,0,1,0,1,3,1,-14.72,22,0,10.36,10.36,LEGIT
2,614,10,10,0,0,0,1,0,0,1,0,0,-17.936,19,0,38.85,38.85,LEGIT
2,672,10,10,0,0,0,0,0,0,1,2,0,38.152,19,0,31.08,31.08,LEGIT
2,103,18,18,0,0,1,1,0,0,1,3,0,-11.464,15,2,31.08,31.08,LEGIT
2,428,9,9,0,0,1,1,0,0,1,3,1,-40.344,7,0,11.01,11.01,LEGIT
2,649,7,6,1,0,1,1,0,0,1,3,1,29.456,9,9,12.95,12.95,LEGIT
2,362,22,22,0,0,1,1,0,0,1,3,1,11.192,11,0,38.85,38.85,LEGIT
2,672,10,10,0,0,1,0,0,0,2,0,1,8.736,7,0,25.9,25.9,LEGIT
2,362,19,19,0,0,0,0,0,0,2,2,0,44.304,8,0,11.01,11.01,LEGIT
2,102,13,13,0,0,1,1,0,0,1,3,1,25.152,12,0,14.95,14.95,LEGIT
2,362,23,23,1,0,0,1,1,0,1,1,1,49.112,23,0,12.95,12.95,LEGIT
2,649,13,13,0,0,0,1,0,0,1,3,0,20.88,22,2,38.85,38.85,FRAUD
2,685,7,7,0,0,0,1,1,0,1,2,0,-7.848,18,2,12.95,12.95,LEGIT
2,105,16,16,0,0,1,0,0,0,1,0,0,-8.44,21,0,12.95,12.95,FRAUD
2,428,10,10,0,0,0,0,0,0,1,3,0,21.952,24,0,12.95,12.95,LEGIT
2,369,16,16,1,0,1,1,1,0,1,3,0,11.84,22,0,12.95,12.95,LEGIT
2,398,13,13,0,0,1,0,0,0,1,1,0,33.44,6,0,12.95,12.95,LEGIT
2,128,12,12,0,0,1,1,0,1,1,0,0,-28.52,9,9,12.95,12.95,LEGIT
2,428,9,9,0,0,0,0,0,0,1,3,0,17.096,23,1,38.85,38.85,LEGIT
2,106,22,22,0,0,0,0,0,0,1,3,1,33.424,22,0,12.95,12.95,LEGIT
2,120,23,23,0,0,0,0,0,0,2,2,1,-5.952,8,0,49.95,49.95,LEGIT
2,685,19,19,0,1,1,1,1,0,2,3,0,27.8,6,0,12.95,12.95,LEGIT
2,369,13,13,0,0,1,1,1,0,1,2,0,16.912,8,0,10.36,10.36,LEGIT
2,369,20,20,0,0,1,1,1,0,2,2,0,0.6,24,0,38.85,38.85,LEGIT
2,602,15,15,0,0,0,0,0,0,1,1,0,26.304,22,0,12.95,12.95,LEGIT
2,398,6,6,0,0,1,1,1,0,2,3,1,-4.128,9,0,12.95,12.95,LEGIT
2,123,16,16,0,0,1,1,1,0,2,2,1,18.968,6,0,38.85,38.85,LEGIT
2,600,18,18,0,0,1,0,0,0,2,0,0,26.448,29,0,12.95,12.95,LEGIT
2,398,11,11,1,0,1,1,1,0,3,2,0,26.776,8,2,38.85,38.85,LEGIT
2,385,10,10,0,0,1,1,0,0,1,4,0,15.016,8,0,12.95,12.95,LEGIT
2,107,17,17,0,0,1,0,0,0,1,3,0,-45.632,13,2,12.95,12.95,LEGIT
2,355,21,21,1,0,0,0,0,0,1,3,0,12.2,19,0,12.95,12.95,LEGIT
2,122,11,11,1,0,0,0,0,0,2,3,1,8.672,13,0,38.85,38.85,LEGIT
2,428,18,18,0,0,1,1,1,0,1,4,1,-55.56,6,0,12.95,12.95,LEGIT
2,362,20,20,0,0,1,1,0,0,1,3,1,-3.752,10,4,10.36,10.36,LEGIT
2,120,19,19,0,0,0,0,0,0,1,2,0,27.984,19,0,12.95,12.95,LEGIT
2,683,8,8,0,0,1,0,0,0,1,2,0,4.44,21,0,31.08,31.08,FRAUD
2,685,10,10,0,0,1,1,1,0,1,3,1,-12.448,7,1,38.85,38.85,LEGIT
2,685,19,19,0,0,1,1,0,0,2,2,1,39.624,8,0,10.36,10.36,LEGIT
2,680,8,8,0,0,0,0,0,0,2,4,0,20.608,12,0,38.85,38.85,LEGIT
2,398,17,17,0,0,0,1,1,0,1,3,1,12.88,17,0,38.85,38.85,LEGIT
2,672,15,15,0,0,1,0,0,0,1,0,1,-17.752,6,2,31.08,31.08,LEGIT
2,614,16,16,0,0,1,0,0,0,2,3,1,-12.816,7,4,12.95,12.95,LEGIT
2,356,16,16,0,0,1,1,1,0,1,3,0,-17.032,11,0,38.85,38.85,LEGIT
2,614,9,9,0,0,1,0,0,0,1,3,0,0.928,7,2,12.95,12.95,LEGIT
2,308,13,13,0,0,1,1,1,0,1,2,0,21.688,10,0,12.95,12.95,LEGIT
2,355,17,17,0,0,0,0,0,0,1,3,1,-2.208,18,0,38.85,38.85,LEGIT
2,648,10,10,0,0,1,1,1,0,2,3,1,16.568,6,0,11.01,11.01,LEGIT
2,420,3,3,0,0,1,0,0,0,1,3,0,6.008,10,4,38.85,38.85,LEGIT
2,308,8,8,1,0,0,0,0,0,1,3,0,-15.6,24,0,31.08,31.08,LEGIT
2,672,14,14,0,0,0,1,1,0,1,3,0,25.224,28,0,38.85,38.85,LEGIT
2,430,19,19,0,0,1,1,1,0,2,3,0,19.064,18,0,10.36,10.36,LEGIT
2,124,14,14,0,0,1,1,1,0,2,2,0,-5.224,9,0,25.9,25.9,LEGIT
2,105,17,17,0,0,1,0,0,0,1,3,0,4.16,25,0,31.08,31.08,LEGIT
2,428,8,8,0,0,1,0,0,0,1,3,0,41.992,9,0,12.95,12.95,LEGIT
2,127,10,10,0,0,0,1,1,0,1,2,0,23.608,6,0,49.95,49.95,LEGIT
2,656,11,11,0,0,0,1,1,0,2,3,1,25.816,18,0,38.85,38.85,LEGIT
2,166,8,8,1,0,1,0,0,0,1,3,1,22.76,24,0,38.85,38.85,LEGIT
2,369,23,23,1,0,1,1,1,0,1,3,0,20.488,12,0,11.01,11.01,LEGIT
2,362,10,10,0,0,1,1,0,0,1,3,0,23.336,6,0,59.4,59.4,FRAUD
2,104,22,22,0,0,0,0,0,0,1,3,0,-42.576,21,0,38.85,38.85,LEGIT
2,106,18,18,0,0,1,1,1,0,2,3,1,33.992,7,0,38.85,38.85,LEGIT
2,112,23,23,1,0,0,0,0,0,1,2,0,20.016,7,0,59.4,59.4,LEGIT
2,127,18,18,0,0,0,1,1,0,1,3,1,-20.904,19,2,12.95,12.95,LEGIT
2,614,7,7,0,0,1,0,0,0,2,0,1,-18.272,8,0,38.85,38.85,LEGIT
2,127,12,12,0,0,1,1,1,0,2,2,0,38.336,9,0,38.85,38.85,LEGIT
2,355,10,10,0,0,1,0,0,0,1,3,1,42.392,21,0,12.95,12.95,LEGIT
2,308,23,23,0,0,1,0,0,0,1,0,1,11.952,9,4,12.95,12.95,LEGIT
2,675,16,16,0,0,0,0,0,0,1,1,1,-50.752,20,1,12.95,12.95,LEGIT
2,685,22,22,1,0,1,1,1,0,1,3,1,29.6,11,0,25.9,25.9,LEGIT
2,398,9,9,0,0,1,1,1,0,2,3,0,18.616,11,4,12.95,12.95,LEGIT
2,127,11,11,0,0,0,0,0,0,1,3,0,21.184,22,0,38.85,38.85,LEGIT
2,308,8,8,0,0,0,0,1,0,1,3,1,-40.064,23,2,25.9,25.9,LEGIT
2,355,22,22,0,0,0,0,0,0,2,3,0,18.216,17,0,49.95,49.95,LEGIT
2,128,11,11,0,0,1,1,0,0,2,1,1,8.872,22,0,25.9,25.9,LEGIT
2,685,20,20,0,0,1,0,0,0,2,0,0,5.4,12,0,25.9,25.9,LEGIT
2,685,15,15,0,0,0,0,0,0,1,2,0,-70.08,22,0,31.08,31.08,LEGIT
2,656,18,18,0,0,0,0,0,0,1,3,1,35.384,19,4,10.36,10.36,LEGIT
2,420,23,23,0,0,1,1,0,1,2,0,1,-39.6,9,9,38.85,38.85,LEGIT
2,128,1,1,0,0,1,0,0,0,1,0,0,-49.104,8,0,12.95,12.95,LEGIT
2,107,13,13,0,0,0,0,0,0,1,0,0,15.176,11,3,38.85,38.85,FRAUD
2,649,9,9,0,0,1,0,0,0,3,2,1,24.912,7,2,38.85,38.85,LEGIT
2,308,13,13,0,0,1,1,1,0,1,2,0,21.688,10,0,12.95,12.95,LEGIT
2,672,12,12,0,0,0,0,1,0,2,0,0,43.256,10,0,38.85,38.85,LEGIT
2,166,12,12,0,0,0,1,1,0,1,3,0,-59.248,11,5,38.85,38.85,LEGIT
2,428,9,9,0,0,0,1,1,0,1,3,1,38.264,19,0,49.95,49.95,LEGIT
2,166,22,22,0,0,1,0,0,0,1,3,1,2.92,19,4,10.36,10.36,LEGIT
2,103,23,23,0,0,0,0,0,0,1,3,0,-29.416,22,0,12.95,12.95,LEGIT
2,630,13,13,0,0,0,0,0,0,1,4,1,-23.576,15,2,12.95,12.95,LEGIT
2,680,15,15,0,0,1,1,1,0,1,2,0,25.872,19,0,25.9,25.9,LEGIT
2,308,12,12,0,0,1,0,0,0,1,3,0,-42.968,9,0,12.95,12.95,LEGIT
2,614,9,9,0,0,1,1,0,0,2,2,1,25.584,7,2,10.36,10.36,LEGIT
2,685,0,0,0,0,1,1,1,0,1,3,0,-6.424,9,9,38.85,38.85,LEGIT
2,166,22,22,0,0,1,1,1,0,1,3,0,3.856,8,3,12.95,12.95,LEGIT
2,356,20,20,1,0,1,0,0,0,1,3,0,21.032,7,0,10.36,10.36,LEGIT
2,369,11,11,0,0,0,0,0,0,1,4,0,-27.92,26,0,0,0,LEGIT
2,672,11,10,0,0,0,1,0,0,1,2,1,-110.544,21,0,12.95,12.95,LEGIT
2,308,14,14,0,0,1,0,0,0,1,2,0,18.808,9,9,31.08,31.08,LEGIT
2,675,13,13,0,0,0,1,1,0,1,3,1,-24.704,18,0,38.85,38.85,LEGIT
2,649,13,13,0,0,0,0,0,0,1,3,1,-38.128,26,0,38.85,38.85,LEGIT
2,600,22,22,0,0,1,0,0,0,2,3,0,-24.864,6,0,12.95,12.95,LEGIT
2,428,10,10,0,0,1,0,0,0,2,3,1,31.96,9,1,38.85,38.85,LEGIT
2,656,17,17,0,0,1,0,0,0,1,3,0,1.016,17,0,31.08,31.08,LEGIT
2,672,17,17,1,0,0,1,1,0,1,2,0,47.648,6,2,12.95,12.95,LEGIT
2,166,13,13,1,0,0,0,0,0,1,3,0,18.728,18,0,31.08,31.08,LEGIT
2,369,12,12,0,0,0,0,0,0,1,3,0,12.712,9,3,12.95,12.95,LEGIT
2,398,13,13,0,0,0,1,1,0,1,3,0,-10.136,22,2,12.95,12.95,LEGIT
2,308,8,8,0,0,0,1,1,0,1,2,1,-44.464,24,2,38.85,38.85,LEGIT
2,649,15,15,0,0,0,0,0,0,1,2,0,23.888,6,3,38.85,38.85,LEGIT
2,649,20,19,0,0,1,1,0,0,1,2,0,20.656,11,4,12.95,12.95,FRAUD
2,685,15,15,0,0,1,1,1,0,1,3,1,40.272,22,0,12.95,12.95,LEGIT
2,116,15,15,0,0,1,1,1,0,1,2,1,11.816,10,3,10.36,10.36,LEGIT
2,112,15,15,1,0,1,1,1,0,1,3,1,19.304,6,0,38.85,38.85,LEGIT
2,685,12,12,0,0,1,0,0,0,1,3,1,-60.528,10,0,12.95,12.95,LEGIT
2,398,13,13,0,0,0,1,1,0,1,3,0,-10.136,22,2,38.85,38.85,LEGIT
2,166,22,22,0,0,1,0,0,0,3,3,1,17.936,8,0,31.08,31.08,LEGIT
2,308,11,11,0,0,0,1,0,0,1,0,1,-17.144,22,3,38.85,38.85,FRAUD
2,355,19,19,0,0,1,1,1,0,1,3,1,24.704,10,3,12.95,12.95,LEGIT
2,112,14,14,0,0,0,0,0,0,1,0,0,11.648,23,1,38.85,38.85,LEGIT
2,362,15,15,0,0,1,1,0,0,1,2,1,11.192,11,0,12.95,12.95,LEGIT
2,614,16,16,0,0,1,0,1,0,1,2,0,12.968,11,2,38.85,38.85,LEGIT
